id,title,author,date,views,likes,link
175,How your nature photos can help protect wild animals,Tanya Berger-Wolf,March 2016,1200000,36000,https://ted.com/talks/tanya_berger_wolf_how_your_nature_photos_can_help_protect_wild_animals
176,Why is this 2,500 year old shipwreck so well-preserved?,Helen Farr and Jon Adams,October 2021,414000,12000,https://ted.com/talks/helen_farr_and_jon_adams_why_is_this_2_500_year_old_shipwreck_so_well_preserved
177,A close-to-home solution for accessible childcare,Chris Bennett,August 2021,1400000,43000,https://ted.com/talks/chris_bennett_a_close_to_home_solution_for_accessible_childcare
178,What makes a friendship last? ,Mona Chalabi,October 2021,286000,8500,https://ted.com/talks/mona_chalabi_what_makes_a_friendship_last
179,How much clean electricity do we really need?,Solomon Goldstein-Rose,October 2021,1400000,42000,https://ted.com/talks/solomon_goldstein_rose_how_much_clean_electricity_do_we_really_need
180,Can you solve the risky disk riddle?,James Tanton,October 2021,578000,17000,https://ted.com/talks/james_tanton_can_you_solve_the_risky_disk_riddle
181,How we could eat real meat without harming animals,Isha Datar,August 2021,1700000,51000,https://ted.com/talks/isha_datar_how_we_could_eat_real_meat_without_harming_animals
182,How long does it take to get over a breakup?,Mona Chalabi,October 2021,310000,9300,https://ted.com/talks/mona_chalabi_how_long_does_it_take_to_get_over_a_breakup
183,The small business hustle,The Hartford,October 2021,132000,3900,https://ted.com/talks/the_hartford_the_small_business_hustle
184,Why don't we cover the desert with solar panels?,Dan Kwartler,October 2021,2800000,86000,https://ted.com/talks/dan_kwartler_why_don_t_we_cover_the_desert_with_solar_panels
185,Why paternity leave benefits everyone,Shu Matsuo Post,October 2021,1100000,34000,https://ted.com/talks/shu_matsuo_post_why_paternity_leave_benefits_everyone
186,Introducing: Am I Normal? with Mona Chalabi,TED Audio Collective,October 2021,1000000,32000,https://ted.com/talks/ted_audio_collective_introducing_am_i_normal_with_mona_chalabi
187,The bad math of the fossil fuel industry,Tzeporah Berman,October 2021,1500000,46000,https://ted.com/talks/tzeporah_berman_the_bad_math_of_the_fossil_fuel_industry
188,Decarbonizing fossil fuels,Countdown Summit,October 2021,62000,1800,https://ted.com/talks/countdown_summit_decarbonizing_fossil_fuels
189,Can love and independence coexist?,Tanya Boucicaut,October 2021,310000,9300,https://ted.com/talks/tanya_boucicaut_can_love_and_independence_coexist
190,Why skin disease is often misdiagnosed in darker skin tones,Jenna C. Lester,August 2021,1300000,39000,https://ted.com/talks/jenna_c_lester_why_skin_disease_is_often_misdiagnosed_in_darker_skin_tones
191,What you discover when you really listen,Hrishikesh Hirway,August 2021,1700000,51000,https://ted.com/talks/hrishikesh_hirway_what_you_discover_when_you_really_listen
192,The billion-dollar campaign to electrify transport,Monica Araya,October 2021,1300000,41000,https://ted.com/talks/monica_araya_the_billion_dollar_campaign_to_electrify_transport
193,A roadmap for young changemakers,Melati Wijsen,October 2021,1500000,45000,https://ted.com/talks/melati_wijsen_a_roadmap_for_young_changemakers
194,¿Por qué nos cuesta mirarnos al espejo? | Andrea Vilallonga | TEDxTarragona,Andrea Vilallonga,May 2017,1600000,50000,https://ted.com/talks/andrea_vilallonga_desarrollar_nuestro_capital_erotico
195,Where will you be able to live in 20 years?,Carol Farbotko and Ingrid Boas,October 2021,498000,14000,https://ted.com/talks/carol_farbotko_and_ingrid_boas_where_will_you_be_able_to_live_in_20_years
196,Relief to recovery,monday.com,October 2021,6000,181,https://ted.com/talks/monday_com_relief_to_recovery
197,5 tips for dealing with meeting overload,Cindy Solomon,October 2021,1500000,46000,https://ted.com/talks/cindy_solomon_5_tips_for_dealing_with_meeting_overload
198,How humanity doubled life expectancy in a century,Steven Johnson,August 2021,1800000,55000,https://ted.com/talks/steven_johnson_how_humanity_doubled_life_expectancy_in_a_century
199,What happened to the lost Kingdom of Kush?,Geoff Emberling,October 2021,732000,21000,https://ted.com/talks/geoff_emberling_what_happened_to_the_lost_kingdom_of_kush
200,A more accurate way to calculate emissions,Charlotte Degot,September 2021,1400000,43000,https://ted.com/talks/charlotte_degot_a_more_accurate_way_to_calculate_emissions
201,The brain science of obesity,Mads Tang-Christensen,September 2021,1700000,52000,https://ted.com/talks/mads_tang_christensen_the_brain_science_of_obesity
202,The genes you don't get from your parents (but can't live without),Devin Shuman,October 2021,1500000,47000,https://ted.com/talks/devin_shuman_the_genes_you_don_t_get_from_your_parents_but_can_t_live_without
203,How NFTs are building the internet of the future,Kayvon Tehranian,August 2021,1700000,52000,https://ted.com/talks/kayvon_tehranian_how_nfts_are_building_the_internet_of_the_future
204,Want to truly succeed? Lift others up while you climb,Amber Hikes,October 2021,1700000,52000,https://ted.com/talks/amber_hikes_want_to_truly_succeed_lift_others_up_while_you_climb
205,3 ways community creates a healthy life,Olivia Affuso,September 2021,1400000,44000,https://ted.com/talks/olivia_affuso_3_ways_community_creates_a_healthy_life
206,Ancient Greece's greatest popstar,Diane J. Rayor,September 2021,298000,8900,https://ted.com/talks/diane_j_rayor_ancient_greece_s_greatest_popstar
207,The Black history of twerking — and how it taught me self-love, Lizzo,August 2021,1700000,52000,https://ted.com/talks/lizzo_the_black_history_of_twerking_and_how_it_taught_me_self_love
208,Why the passport needs an upgrade,Karoli Hindriks,August 2021,1500000,46000,https://ted.com/talks/karoli_hindriks_why_the_passport_needs_an_upgrade
209,How employers steal from workers — and get away with it,Rebecca Galemba,March 2021,1500000,47000,https://ted.com/talks/rebecca_galemba_how_employers_steal_from_workers_and_get_away_with_it_jan_2021
210,The forgotten queen of Egypt,Abdallah Ewis,September 2021,842000,25000,https://ted.com/talks/abdallah_ewis_the_forgotten_queen_of_egypt
211,3 rules for better work-life balance,Ashley Whillans,September 2021,2600000,79000,https://ted.com/talks/ashley_whillans_3_rules_for_better_work_life_balance
212,Could you recover from illness ... using your own stem cells?,Nabiha Saklayen,August 2021,1800000,55000,https://ted.com/talks/nabiha_saklayen_could_you_recover_from_illness_using_your_own_stem_cells
213,Can you solve the rogue submarine riddle? Difficulty level: Master,Alex Rosenthal,September 2021,735000,22000,https://ted.com/talks/alex_rosenthal_can_you_solve_the_rogue_submarine_riddle_difficulty_level_master
214,The art of paying attention,Wendy MacNaughton,August 2021,2000000,62000,https://ted.com/talks/wendy_macnaughton_the_art_of_paying_attention
215,The intended consequences of helping nature thrive,Ryan Phelan,August 2021,1500000,47000,https://ted.com/talks/ryan_phelan_the_intended_consequences_of_helping_nature_thrive
216,The secrets of the world's most famous symphony,Hanako Sawada,September 2021,1100000,34000,https://ted.com/talks/hanako_sawada_the_secrets_of_the_world_s_most_famous_symphony
217,The link between inequality and anxiety,Richard Wilkinson,September 2021,1600000,49000,https://ted.com/talks/richard_wilkinson_the_link_between_inequality_and_anxiety
218,Planet City — a sci-fi vision of an astonishing regenerative future,Liam Young,August 2021,1600000,50000,https://ted.com/talks/liam_young_planet_city_a_sci_fi_vision_of_an_astonishing_regenerative_future
219,The untapped energy source that could power the planet,Jamie C. Beard,August 2021,1800000,56000,https://ted.com/talks/jamie_c_beard_the_untapped_energy_source_that_could_power_the_planet
220,You could have a secret twin (but not the way you think),Kayla Mandel Sheets,September 2021,2100000,63000,https://ted.com/talks/kayla_mandel_sheets_you_could_have_a_secret_twin_but_not_the_way_you_think
221,An NFL quarterback on overcoming setbacks and self-doubt,Alex Smith,August 2021,2000000,60000,https://ted.com/talks/alex_smith_an_nfl_quarterback_on_overcoming_setbacks_and_self_doubt
222,The trans story includes you,Nicole Maines,April 2016,1600000,48000,https://ted.com/talks/nicole_maines_the_trans_story_includes_you
223,The inaccurate link between body ideals and health,Nancy N. Chen,September 2021,1700000,53000,https://ted.com/talks/nancy_n_chen_the_inaccurate_link_between_body_ideals_and_health
224,Earth's mysterious red glow, explained,Zoe Pierrat,September 2021,583000,17000,https://ted.com/talks/zoe_pierrat_earth_s_mysterious_red_glow_explained
225,A smart bra for better heart health,Alicia Chong Rodriguez,August 2021,1500000,47000,https://ted.com/talks/alicia_chong_rodriguez_a_smart_bra_for_better_heart_health
226,Life-altering questions about the end of the universe,Katie Mack,July 2021,1800000,55000,https://ted.com/talks/katie_mack_life_altering_questions_about_the_end_of_the_universe
227,What makes a language... a language?,Martin Hilpert,September 2021,655000,19000,https://ted.com/talks/martin_hilpert_what_makes_a_language_a_language
228,The big myth of government deficits,Stephanie Kelton,August 2021,1700000,53000,https://ted.com/talks/stephanie_kelton_the_big_myth_of_government_deficits
229,A sci-fi vision of life in 2041,Chen Qiufan,July 2021,1800000,54000,https://ted.com/talks/chen_qiufan_a_sci_fi_vision_of_life_in_2041
230,The rise and fall of the Lakota Empire ,Pekka Hämäläinen,September 2021,474000,14000,https://ted.com/talks/pekka_hamalainen_the_rise_and_fall_of_the_lakota_empire
231,How to stop languishing and start finding flow,Adam Grant,August 2021,2600000,80000,https://ted.com/talks/adam_grant_how_to_stop_languishing_and_start_finding_flow
232,A new way to restore Earth's biodiversity — from the air,Susan Graham,August 2021,480000,14000,https://ted.com/talks/susan_graham_a_new_way_to_restore_earth_s_biodiversity_from_the_air
233,What is MSG, and is it actually bad for you?,Sarah E. Tracy,September 2021,2100000,64000,https://ted.com/talks/sarah_e_tracy_what_is_msg_and_is_it_actually_bad_for_you
234,The state of the climate crisis in 2021,Climate Action Tracker,August 2021,422000,12000,https://ted.com/talks/climate_action_tracker_the_state_of_the_climate_crisis_in_2021
235,A taste of Mexico's ancient chocolate-making tradition,Germán Santillán,August 2021,1600000,48000,https://ted.com/talks/german_santillan_a_taste_of_mexico_s_ancient_chocolate_making_tradition
236,The infamous overpopulation bet: Simon vs. Ehrlich,Soraya Field Fiorio,August 2021,518000,15000,https://ted.com/talks/soraya_field_fiorio_the_infamous_overpopulation_bet_simon_vs_ehrlich
237,How music can help you find peace after loss,Steven Sharp Nelson,September 2020,1500000,47000,https://ted.com/talks/steven_sharp_nelson_how_music_can_help_you_find_peace_after_loss
238,A future with fewer cars,Freeman H. Shen,August 2021,1600000,48000,https://ted.com/talks/freeman_h_shen_a_future_with_fewer_cars
239,Is this the most successful animal ever?,Nigel Hughes,August 2021,458000,13000,https://ted.com/talks/nigel_hughes_is_this_the_most_successful_animal_ever
240,How we can detect pretty much anything,Hélène Morlon and Anna Papadopoulou,August 2021,313000,9400,https://ted.com/talks/helene_morlon_and_anna_papadopoulou_how_we_can_detect_pretty_much_anything
241,Can you outsmart the slippery slope fallacy?,Elizabeth Cox,August 2021,649000,19000,https://ted.com/talks/elizabeth_cox_can_you_outsmart_the_slippery_slope_fallacy
242,How the COVID-19 vaccines were created so quickly,Kaitlyn Sadtler and Elizabeth Wayne,August 2021,1300000,41000,https://ted.com/talks/kaitlyn_sadtler_and_elizabeth_wayne_how_the_covid_19_vaccines_were_created_so_quickly
243,The secret society of the Great Dismal Swamp,Dan Sayers,August 2021,273000,8200,https://ted.com/talks/dan_sayers_the_secret_society_of_the_great_dismal_swamp
244,Walk with Little Amal, a theatrical journey celebrating the refugee experience,Amir Nizar Zuabi,August 2021,1600000,50000,https://ted.com/talks/amir_nizar_zuabi_walk_with_little_amal_a_theatrical_journey_celebrating_the_refugee_experience
245,How COVID-19 reshaped US cities,Kevin J. Krizek,March 2021,1500000,46000,https://ted.com/talks/kevin_j_krizek_how_covid_19_reshaped_us_cities
246,Can you solve the giant spider riddle?,Dan Finkel,August 2021,2200000,67000,https://ted.com/talks/dan_finkel_can_you_solve_the_giant_spider_riddle
247,An interactive map to track (and end) pollution in China,Ma Jun,August 2021,1800000,56000,https://ted.com/talks/ma_jun_an_interactive_map_to_track_and_end_pollution_in_china
248,Why are stolen African artifacts still in Western museums?,Jim Chuchu,July 2021,1600000,48000,https://ted.com/talks/jim_chuchu_why_are_stolen_african_artifacts_still_in_western_museums
249,The fingerprints of life beyond Earth,Clara Sousa-Silva,July 2021,1800000,55000,https://ted.com/talks/clara_sousa_silva_the_fingerprints_of_life_beyond_earth
250,"The method that can ""prove"" almost anything",James A. Smith,August 2021,776000,23000,https://ted.com/talks/james_a_smith_the_method_that_can_prove_almost_anything
251,The tiny balls of fat that could revolutionize medicine,Kathryn A. Whitehead,August 2021,1800000,55000,https://ted.com/talks/kathryn_a_whitehead_the_tiny_balls_of_fat_that_could_revolutionize_medicine
252,Don't call people out — call them in,Loretta J. Ross,August 2021,1800000,55000,https://ted.com/talks/loretta_j_ross_don_t_call_people_out_call_them_in
253,What causes seizures, and how can we treat them?,Christopher E. Gaw,August 2021,482000,14000,https://ted.com/talks/christopher_e_gaw_what_causes_seizures_and_how_can_we_treat_them
254,Meet the scientist couple driving an mRNA vaccine revolution,Uğur Şahin and Özlem Türeci,August 2021,2100000,63000,https://ted.com/talks/ugur_sahin_and_ozlem_tureci_meet_the_scientist_couple_driving_an_mrna_vaccine_revolution
255,Remembering climate change ... a message from the year 2071,Kim Stanley Robinson,July 2021,1600000,50000,https://ted.com/talks/kim_stanley_robinson_remembering_climate_change_a_message_from_the_year_2071
256,The informal settlements reshaping the world ,Jota Samper,September 2020,1600000,49000,https://ted.com/talks/jota_samper_the_informal_settlements_reshaping_the_world
